Company,Website,Phone,City,State,Territory,LinkedIn,Natoli_Fit,Industry,Re_Engagement_Focus
"ETILFARMA","http://www.etilfarma.com","34-91-663-80-00","Madrid","ES","International","https://www.linkedin.com/company/etilfarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUGIA PHARMA SPECIALTIES LIMITED","https://www.eugiapharma.com","34-93-508-80-00","Barcelona","ES","International","https://www.linkedin.com/company/eugia-pharma-specialties-limited","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EURL PHARMALLIANCE","http://www.pharmalliance.com","xxx-xxx-xxxx","Algiers","AL","Southeast","https://www.linkedin.com/company/pharmalliance","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROFARMA CHILE S.A.","http://www.eurofarma.com","xxx-xxx-xxxx","Santiago","RM","International","https://www.linkedin.com/company/eurofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROFARMA COLOMBIA SAS","https://www.eurofarma.com.co","57-1-518-8000","BogotÃ¡","DC","Northeast","https://www.linkedin.com/company/eurofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROFARMA GUATEMALA, S.A.","https://www.eurofarma.com.gt","502-2422-0000","Guatemala City","Guatemala","International","https://www.linkedin.com/company/eurofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROFARMA PERU SAC","https://www.eurofarma.com.pe","51-1-615-3000","Lima","Lima","International","https://www.linkedin.com/company/eurofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROFARMA URUGUAY S.A.","https://www.eurofarma.com.uy","598-2-601-6000","Montevideo","Montevideo","International","https://www.linkedin.com/company/eurofarma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EUROPHARMA ALLIANCE SP. Z.O.O.","http://www.europharma.pl","-7098","KrakÃ³w","MA","Northeast","https://www.linkedin.com/company/europharma-alliance","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EVENUS PHARMACEUTICAL LAB","http://www.evenuspharma.com","888-300-1988","Hauppauge","NY","Northeast","https://www.linkedin.com/company/evenus-pharmaceutical-lab","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EVERYLIFE","https://www.everylife.com","202-555-0177","Washington","DC","Northeast","https://www.linkedin.com/company/everylife","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EVOLVE CONTRACT MANUFACTURING","https://www.evolvecontractmanufacturing.com","888-555-0166","San Diego","CA","West","https://www.linkedin.com/company/evolve-contract-manufacturing","Engineering","CDMO","Look for: Tablet capacity utilization, tooling wear patterns, new client wins"
"EXACT SCIENCES","https://www.exactsciences.com","608-284-5700","Madison","WI","Midwest","https://www.linkedin.com/company/exact-sciences/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EXELGYN SAS","http://www.exelgyn.com","","","","International","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EYMAQ INT","http://www.eymaq.com","123-456-7890","Houston","TX","Southeast","https://www.linkedin.com/company/eymaq-int","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"EZRA INNOVATIONS","http://www.ezrainnovations.com","234-567-8901","San Diego","CA","West","https://www.linkedin.com/company/ezra-innovations","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"F & N AMERICA","http://www.fnamerica.com","345-678-9012","Newark","NJ","Northeast","https://www.linkedin.com/company/fn-america","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"F HOFFMANN - LA ROCHE AG","http://www.roche.com","567-890-1234","Basel","BS","International","https://www.linkedin.com/company/roche","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"F.E. ZUELLIG (M) INC.","http://www.zuelligpharma.com","65-555-0189","Singapore","SG","International","https://www.linkedin.com/company/zuellig-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FACOTECK PACKAGING INC.","http://www.facoteck.com","xxx-xxx-xxxx","Los Angeles","CA","West","http://www.linkedin.com/company/facoteck-packaging-inc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FACTORY MANUFACTURING LTD","http://www.factorymanufacturing.com","123-456-7890","Anytown","XX","International","https://www.linkedin.com/company/factory-manufacturing-ltd","Engineering","CDMO","Look for: Tablet capacity utilization, tooling wear patterns, new client wins"
"FACULDADE MEDICINA USP","http://www.fm.usp.br","11-3091-0000","SÃ£o Paulo","SP","International","https://www.linkedin.com/school/faculdade-medicina-usp","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FAGRON SOUTH AFRICA (PTY) LTD","https://www.fagron.com","27-21-555-1000","Cape Town","Western Cape","International","https://www.linkedin.com/company/fagron","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FAMAR","http://www.famar.com","+30 210 1234567","Athens","GR","International","https://www.linkedin.com/company/famar","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARADAY LABORATORIES","https://www.faradaylabs.com","","","","International","https://www.linkedin.com/company/faraday-laboratories/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARBIOPHARMA","http://www.farbiopharma.com","234-567-8901","San Diego","CA","West","https://www.linkedin.com/company/farbiopharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARCON, S.A.","http://www.farcon.com","567-890-1234","Santiago","RM","International","https://www.linkedin.com/company/farcon","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FAREVA, COLOMBIA","https://www.fareva.com","","MedellÃ­n","CO","Rocky Mountain","https://www.linkedin.com/company/fareva","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMA INTERNATIONAL - FL","http://www.farmainternational.com","","Miami","FL","Southeast","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMACEUTICA RODIM S.A. DE C.V.","http://www.rodim.com","567-890-1234","Mexico City","MX","International","https://www.linkedin.com/company/farmaceutica-rodim","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMACID S.A.","http://www.farmacid.com","-6869","Buenos Aires","BA","International","https://www.linkedin.com/company/farmacid","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMAMEDICA S.A.","http://www.farmamedica.com","xxx-xxx-xxxx","Santiago","XX","International","https://www.linkedin.com/company/farmamedica","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMATECH S.A.","http://www.farmatech.com","123-456-7892","CityName","XX","International","https://www.linkedin.com/company/farmatech","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMAYALA S.A.","http://www.farmayala.com","123-456-7893","CityName","XX","International","https://www.linkedin.com/company/farmayala","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMEA (GROUPE FAREVA)","http://www.fareva.com","123-456-7894","CityName","XX","International","https://www.linkedin.com/company/fareva","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FARMINA SP. Z.O,O.","http://www.farmina.com","39-081-1234567","Naples","Campania","International","https://www.linkedin.com/company/farmina","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FEDERAL EQUIPMENT CO","http://www.fedequip.com","800-652-2466","Cincinnati","OH","Midwest","https://www.linkedin.com/company/federal-equipment-company","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FELTREX, S.A.","http://www.feltrex.com","xxx-xxx-xxxx","San Juan","PR","Puerto Rico","https://www.linkedin.com/company/feltrex","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FENIX PHARMA","http://www.fenixpharma.com","xxx-xxx-xxxx","City not specified","State not specified","International","https://www.linkedin.com/company/fenix-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FERNDALE LABORATORIES","http://www.ferndalelabs.com","800-123-4567","Ferndale","MI","Midwest","https://www.linkedin.com/company/ferndale-laboratories/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FERRER INTERNACIONAL S.A.","https://www.ferrer.com","34-93-494-60-00","Barcelona","Catalonia","International","https://www.linkedin.com/company/ferrer-internacional","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FERRING INTERNATIONAL CENTER SA","https://www.ferring.com","41-21-946-2000","Saint-Prex","Vaud","International","https://www.linkedin.com/company/ferring-pharmaceuticals","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FET COMPANY INC.","https://www.fet.com","xxx-xxx-xxxx","Houston","TX","Southeast","https://www.linkedin.com/company/fet-company-inc/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FETTE COMPACTING GMBH","https://www.fette-compacting.com","+49 421 69 50 0","Bad Salzuflen","NW","International","https://www.linkedin.com/company/fette-compacting-gmbh","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FIBROGEN","http://www.fibrogen.com","415-978-1200","San Francisco","CA","West","https://www.linkedin.com/company/fibrogen","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FIELDING COMPANY, THE","http://www.fielding.com","800-555-0199","Wilmington","DE","Northeast","https://www.linkedin.com/company/fielding-company","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FIRMENICH INC.","http://www.firmenich.com","212-555-1234","New York","NY","Northeast","https://www.linkedin.com/company/firmenich","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FIRST TIME US GENERICS","http://www.firsttimeusgenerics.com","877-555-0198","Newark","NJ","Northeast","https://www.linkedin.com/company/first-time-us-generics","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FLEX PHARMA LLC","http://www.flexpharma.com","617-555-0123","Boston","MA","Northeast","https://www.linkedin.com/company/flex-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FLORIDA INTER. UNIV.","http://www.fiu.edu","305-348-2000","Miami","FL","Southeast","https://www.linkedin.com/school/florida-international-university","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FLUID AIR","http://www.fluidair.com","345-678-9012","Hatfield","PA","Northeast","https://www.linkedin.com/company/fluidair","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FLURRY POWDERS","http://www.flurrypowders.com","xxx-xxx-xxxx","Los Angeles","CA","West","https://www.linkedin.com/company/flurry-powders","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FMC BIOPOLYMER","https://www.fmc.com","xxx-xxx-xxxx","Philadelphia","PA","Northeast","https://www.linkedin.com/company/fmc-corporation","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FOCUS NUTRITION","http://www.focusnutrition.com","987-654-3210","Los Angeles","CA","West","https://www.linkedin.com/company/focusnutrition","Both","Nutraceutical","Look for: Tablet/capsule production, in-house vs contract, growth trajectory"
"FOODSCIENCE CORPORATION","http://www.foodscience.com","555-345-6789","South Burlington","VT","Northeast","https://www.linkedin.com/company/foodscience-corporation","Scientific","Food/Flavor","Look for: Pressed flavor tablets, bouillon, candy production"
"FORESEE PHARMACEUTICALS USA INC","http://www.foreseepharma.com","201-371-2000","Northvale","NJ","Northeast","https://www.linkedin.com/company/foresee-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FORMULAS MAGISTRALES SA DE CV","http://www.formulasmagistrales.com.mx","55-1234-5678","Mexico City","DF","International","https://www.linkedin.com/company/formulas-magistrales","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"FORMULEX CANADA INC.","http://www.formulex.com","416-123-4567","Toronto","ON","Canada","https://www.linkedin.com/company/formulex-canada-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
