Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
RENA CLINICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Dunton Green,England,United Kingdom,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
State University of New York Downstate Health Sciences University,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Northeast,New York,New York,United States,3,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
takeda.ie,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bray,County Wicklow,Ireland,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"University of Maryland, Baltimore (UMB)",Cannabis,Tier 1,Natoli Scientific,Formulation,Northeast,Baltimore,Maryland,United States,3,Cannabis product manufacturer with tablet or capsule production.
BELUPO D.D. PHARM./COSMETICS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Koprivnica,Koprivnica-Krizevci County,Croatia,3,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Belmar Pharma Solutions,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Rocky Mountain,Denver,Colorado,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ARCUS BIOSCIENCES, INC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Hayward,California,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"SDI, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Southampton Township,New Jersey,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
FASTENAL COMPANY,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,White Hall,Arkansas,United States,3,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
HOVIONE LLC,CDMO,Tier 1,Natoli Scientific,Formulation,Northeast,Mount Holly,New Jersey,United States,3,Contract development and manufacturing organization serving pharma clients with tablet production.
INCYTE,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Hockessin,Delaware,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NEUROCRINE BIOSCIENCES INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"SUNOVION PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Florissant,Missouri,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"SOVEREIGN PHARMACEUTICALS, LLC",CDMO,Tier 1,Natoli Scientific,Formulation,Other US,Fort Worth,Texas,United States,3,Contract development and manufacturing organization serving pharma clients with tablet production.
Ashland,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Wilmington,Delaware,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Zydus Group,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ahmedabad,Gujarat,India,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Adcock Ingram,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Port Elizabeth,Eastern Cape,South Africa,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Quality Chemical Laboratories,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Wilmington,Delaware,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Solventum,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Edison,New Jersey,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Accord Healthcare,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Exeter,California,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Syngene International Limited,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bengaluru,Karnataka,India,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Julphar,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Chennai,Tamil Nadu,India,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Blommer Chocolate Company,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Minneapolis,Minnesota,United States,3,Candy/mint manufacturer with high-volume tablet pressing operations.
Russell Stover Chocolates,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Abilene,Kansas,United States,3,Candy/mint manufacturer with high-volume tablet pressing operations.
IRCA Group,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Naperville,Illinois,United States,3,Candy/mint manufacturer with high-volume tablet pressing operations.
Givaudan Sense Colour,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Port Washington,Wisconsin,United States,3,Candy/mint manufacturer with high-volume tablet pressing operations.
Piping Rock Health Products,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Ajanta Pharma Ltd,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Anritsu PQA Group (Chicago, USA)",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Ardena,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Corden Pharma,CDMO,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,Contract development and manufacturing organization serving pharma clients with tablet production.
Daiichi Sankyo,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Minapharm Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WACKER Biotech GmbH (Germany),Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Alexion Pharmaceuticals, Inc.",Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,Verified manufacturing operation with tablet/compaction equipment needs.
FUJIFILM Diosynth Biotechnologies,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,3,Verified manufacturing operation with tablet/compaction equipment needs.
Mg2 S.R.L.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Pianoro,BOLOGNA,ITALY,3,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Panasonic Energy North America,Battery & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Sparks,Nevada,United States,2,Battery electrode manufacturer with cathode/anode compaction for cell production.
A. PENN SERVICES LIMITED,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Addlestone,England,United Kingdom,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"AACE PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,Fairfield,New Jersey,United States,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ACCORD FARMA, S.A. DE C.V.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Federal District,Mexico,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ACHILLION PHARMACEUTICALS INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,New Haven,Connecticut,United States,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ACTELION PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Allschwil,Basel-Landschaft,Switzerland,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ACTIENT PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Adial Pharmaceuticals (NASDAQ: ADIL),Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Northeast,,Virginia,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Agila Specialties p Limited,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bengaluru,Karnataka,India,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ALFASIGMA USA, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,,Louisiana,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ALLAY PHARMACEUTICALS, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ALLIANCE MEDICAL PRODUCTS, INC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ALSA MANUFACTURING LLC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,Florida,,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
