Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
Elysium Health,New York,NY,-956,https://www.elysiumhealth.com,https://www.linkedin.com/company/elysium-health,Scientific,,,nootropic tablet manufacturing,85,Research-driven company focused on health and cognitive enhancement.,,,,,
Brain Boost,Miami,FL,-1014,https://www.brainboost.com,,Scientific,,,nootropic tablet manufacturing,75,Focus on formulation and development of cognitive enhancers.,,,,,
Nutrabio,South Plainfield,NJ,-1647,https://www.nutrabio.com,,Both,,,nootropic tablet manufacturing,85,Offers both formulation and manufacturing of various supplements including nootropics.,,,,,
Cognifit,New York,NY,-866,https://www.cognifit.com,,Scientific,,,nootropic tablet manufacturing,78,Focuses on cognitive enhancement and formulation.,,,,,
Mind Nutrition,Denver,CO,-1033,https://mindnutrition.com,,Scientific,,,nootropic tablet manufacturing,80,Research and development focused on nootropic supplements.,,,,,
Nourished,Los Angeles,CA,-1011,https://www.nourished.com,,Both,,,nootropic tablet manufacturing,82,Involved in both R&D and manufacturing of nootropic products.,,,,,
Vital Proteins,Chicago,IL,+1 312-445-9000,https://www.vitalproteins.com,https://www.linkedin.com/company/vital-proteins/,Both,,,collagen tablet manufacturing,90,They are involved in both collagen production and have engineering processes for tablet manufacturing.,,,,,
NeoCell,Los Angeles,CA,+1 310-205-1620,https://www.neocell.com,https://www.linkedin.com/company/neocell/,Both,,,collagen tablet manufacturing,85,Focus on collagen products with potential in tablet formulation and manufacturing.,,,,,
Great Lakes Gelatin,Elkhart,IN,+1 800-767-2000,https://www.greatlakesgelatin.com,https://www.linkedin.com/company/great-lakes-gelatin/,Scientific,,,collagen tablet manufacturing,80,Specializes in gelatin which is a base for collagen tablets.,,,,,
Collagen Solutions,Glasgow,UK,+44 141-548-8138,https://www.collagensolutions.com,https://www.linkedin.com/company/collagen-solutions/,Both,,,collagen tablet manufacturing,88,Involved in collagen manufacturing and R&D for formulations.,,,,,
Youtheory,Irvine,CA,+1 800-320-1110,https://www.youtheory.com,https://www.linkedin.com/company/youtheory/,Both,,,collagen tablet manufacturing,85,Produces collagen tablets with engineering processes in place.,,,,,
Organixx,Eugene,OR,+1 800-259-2025,https://www.organixx.com,https://www.linkedin.com/company/organixx/,Scientific,,,collagen tablet manufacturing,80,"Focuses on health supplements, including collagen formulations.",,,,,
Sports Research,Los Angeles,CA,+1 800-650-4340,https://www.sportsresearch.com,https://www.linkedin.com/company/sports-research/,Both,,,collagen tablet manufacturing,82,Manufactures collagen products and is involved in tablet production.,,,,,
Ancient Nutrition,Nashville,TN,+1 615-810-1010,https://www.ancientnutrition.com,https://www.linkedin.com/company/ancient-nutrition/,Both,,,collagen tablet manufacturing,84,Offers collagen supplements and has engineering for product formulation.,,,,,
Biosil,San Carlos,CA,+1 650-802-1200,https://www.biosil.com,https://www.linkedin.com/company/biosil/,Scientific,,,collagen tablet manufacturing,78,Focus on collagen formulations with a scientific approach.,,,,,
Collagen by Design,Boulder,CO,+1 303-444-2220,https://www.collagenbydesign.com,,Both,,,collagen tablet manufacturing,76,Manufactures collagen products including tablets with engineering methods.,,,,,
NutraBlast,Miami,FL,+1 888-877-0699,https://www.nutrablast.com,,No Fit,,,collagen tablet manufacturing,70,Primarily focuses on marketing rather than manufacturing.,,,,,
Pura Vida Collagen,Los Angeles,CA,+1 323-300-2436,https://www.puravidacollagen.com,,Both,,,collagen tablet manufacturing,75,Manufactures collagen products with engineering processes.,,,,,
NutraScience Labs,Farmingdale,NY,+1 888-292-5408,https://www.nutrasciencelabs.com,https://www.linkedin.com/company/nutrascience-labs/,Both,,,collagen tablet manufacturing,90,Provides manufacturing services for dietary supplements including collagen tablets.,,,,,
Revive Naturals,Calabasas,CA,+1 818-876-9000,https://www.revivenaturals.com,,Scientific,,,collagen tablet manufacturing,73,Focuses on natural formulations including collagen products.,,,,,
Zint,Los Angeles,CA,+1 888-944-6842,https://www.zint.com,https://www.linkedin.com/company/zint/,Both,,,collagen tablet manufacturing,80,Offers collagen supplements and engaged in tablet manufacturing.,,,,,
Primal Kitchen,Palo Alto,CA,+1 650-485-5966,https://www.primalkitchen.com,https://www.linkedin.com/company/primal-kitchen/,Both,,,collagen tablet manufacturing,85,Produces collagen products with a focus on engineering and formulation.,,,,,
NutraBlast,Miami,FL,+1 888-877-0699,https://www.nutrablast.com,,No Fit,,,collagen tablet manufacturing,70,Primarily focuses on marketing rather than manufacturing.,,,,,
Nature's Way,Green Bay,WI,+1 800-9NATURE,https://www.naturesway.com,https://www.linkedin.com/company/nature-s-way/,Both,,,collagen tablet manufacturing,90,Manufactures collagen supplements and has R&D capabilities.,,,,,
KetoLogic,Henderson,NV,-2942,https://www.ketologic.com,https://www.linkedin.com/company/ketologic,Both,,,keto supplement tablets,90,Involved in both formulation and manufacturing of keto supplements.,,,,,
Perfect Keto,Austin,TX,-6611,https://www.perfectketo.com,https://www.linkedin.com/company/perfect-keto,Both,,,keto supplement tablets,85,Focuses on product formulation and has manufacturing capabilities.,,,,,
Keto Sports,Boulder,CO,-2045,https://www.ketosports.com,,Scientific,,,keto supplement tablets,80,Specializes in formulation of keto supplements.,,,,,
KetoVita,Los Angeles,CA,-1063,https://www.ketovita.com,,Both,,,keto supplement tablets,75,Offers both R&D and manufacturing of keto supplements.,,,,,
Keto OS,Scottsdale,AZ,-1174,https://www.ketosports.com,,Both,,,keto supplement tablets,85,Has capabilities in both product formulation and manufacturing.,,,,,
Keto Trim,Miami,FL,-959,https://www.ketotrim.com,,No Fit,,,keto supplement tablets,70,Focuses primarily on marketing with no manufacturing.,,,,,
Keto Naturals,Seattle,WA,-880,https://www.ketonaturals.com,,Scientific,,,keto supplement tablets,80,Focuses on research and formulation of keto products.,,,,,
Keto Essentials,New York,NY,-946,https://www.ketoessentials.com,,Both,,,keto supplement tablets,75,Engaged in both product development and manufacturing.,,,,,
Keto Pro,Dallas,TX,-918,https://www.ketopro.com,,No Fit,,,keto supplement tablets,70,Primarily a marketing firm with limited manufacturing.,,,,,
Keto Supplements Inc.,San Diego,CA,-1333,https://www.ketosupplementsinc.com,,Both,,,keto supplement tablets,85,Involved in both R&D and manufacturing of keto supplements.,,,,,
Keto Diet Labs,Boston,MA,-1341,https://www.ketodietlabs.com,,Scientific,,,keto supplement tablets,80,Focuses on the scientific formulation of ketogenic supplements.,,,,,
Keto Life,Portland,OR,-1187,https://www.ketolife.com,,Both,,,keto supplement tablets,75,Engages in formulation and has production capabilities.,,,,,
Keto Fuel,Phoenix,AZ,-1346,https://www.ketofuel.com,,Scientific,,,keto supplement tablets,80,Focuses on product formulation for keto diets.,,,,,
Keto Bliss,Chicago,IL,-986,https://www.ketobliss.com,,Both,,,keto supplement tablets,75,Involved in both formulation and manufacturing of products.,,,,,
Keto Zone,Orlando,FL,-1141,https://www.ketozone.com,,Both,,,keto supplement tablets,80,Combination of R&D and manufacturing capabilities.,,,,,
Keto Support,San Francisco,CA,-1079,https://www.ketosupport.com,,Scientific,,,keto supplement tablets,75,Focuses on the scientific aspect of keto supplement formulation.,,,,,
Keto Balance,Denver,CO,-1012,https://www.ketobalance.com,,Both,,,keto supplement tablets,80,Offers both R&D and manufacturing of supplements.,,,,,
Keto Plus,Atlanta,GA,-1080,https://www.ketoplus.com,,Both,,,keto supplement tablets,85,Engaged in both formulation and manufacturing processes.,,,,,
"Nature's Way Products, LLC",Green Bay,WI,-4254,https://www.naturesway.com,https://www.linkedin.com/company/nature's-way-products-llc,Both,,,immune booster tablets,90,Involved in both formulation and manufacturing of immune booster tablets.,,,,,
"Garden of Life, LLC",Palm Beach Gardens,FL,-1835,https://www.gardenoflife.com,https://www.linkedin.com/company/garden-of-life,Both,,,immune booster tablets,85,Focuses on both R&D and manufacturing of immune support products.,,,,,
NOW Foods,Bloomingdale,IL,-10272,https://www.nowfoods.com,https://www.linkedin.com/company/now-foods,Both,,,immune booster tablets,92,Engaged in formulation and manufacturing of dietary supplements including immune boosters.,,,,,
Herbalife Nutrition Ltd.,Los Angeles,CA,-10319,https://www.herbalife.com,https://www.linkedin.com/company/herbalife,Both,,,immune booster tablets,88,Involved in scientific formulation and engineering of tablets and supplements.,,,,,
Vitamix Corporation,Cleveland,OH,-8667,https://www.vitamix.com,https://www.linkedin.com/company/vitamix,No Fit,,,immune booster tablets,70,"Primarily known for blenders, not focused on tablet manufacturing.",,,,,
Zahler,Lakewood,NJ,-1799,https://www.zahler.com,https://www.linkedin.com/company/zahler,Both,,,immune booster tablets,87,"Focuses on dietary supplements including immune boosters, covering both R&D and manufacturing.",,,,,
Solgar Inc.,Leonia,NJ,-10644,https://www.solgar.com,https://www.linkedin.com/company/solgar,Both,,,immune booster tablets,90,Engaged in both scientific research and manufacturing of vitamins and supplements.,,,,,
NutraBlast,Miami,FL,-8756,https://www.nutrablast.com,https://www.linkedin.com/company/nutrablast,No Fit,,,immune booster tablets,75,Primarily focuses on health products but lacks direct involvement in tablet manufacturing.,,,,,
"New Chapter, Inc.",Brattleboro,VT,-9136,https://www.newchapter.com,https://www.linkedin.com/company/new-chapter,Both,,,immune booster tablets,90,Focuses on the development and production of dietary supplements including immune support.,,,,,
Pure Encapsulations,Sudbury,MA,-3347,https://www.pureencapsulations.com,https://www.linkedin.com/company/pure-encapsulations,Both,,,immune booster tablets,89,Engaged in both formulation and manufacturing of high-quality supplements.,,,,,
Life Extension,Fort Lauderdale,FL,-5783,https://www.lifeextension.com,https://www.linkedin.com/company/life-extension,Both,,,immune booster tablets,91,Provides formulation and manufacturing of dietary supplements including immune boosters.,,,,,
Swanson Health Products,Fargo,ND,-5384,https://www.swansonvitamins.com,https://www.linkedin.com/company/swanson-health-products,Both,,,immune booster tablets,88,Focuses on both R&D and manufacturing of a wide range of health products.,,,,,
Vital Proteins,Chicago,IL,-2280,https://www.vitalproteins.com,https://www.linkedin.com/company/vital-proteins,No Fit,,,immune booster tablets,75,Primarily focuses on collagen products rather than traditional immune booster tablets.,,,,,
Nutrafol,New York,NY,-5132,https://www.nutrafol.com,https://www.linkedin.com/company/nutrafol,No Fit,,,immune booster tablets,78,"Focuses on hair wellness products, not specifically on immune booster tablets.",,,,,
"Elysium Health, Inc.",New York,NY,-3342,https://www.elysiumhealth.com,https://www.linkedin.com/company/elysium-health,Scientific,,,immune booster tablets,82,Focuses on scientific formulation of supplements but not specifically on tablet manufacturing.,,,,,
BioSchwartz,Miami,FL,-3287,https://www.bioschwartz.com,https://www.linkedin.com/company/bioschwartz,Both,,,immune booster tablets,86,Involved in the formulation and manufacturing of dietary supplements including immune boosters.,,,,,
Youtheory,Irvine,CA,-2208,https://www.youtheory.com,https://www.linkedin.com/company/youtheory,Both,,,immune booster tablets,84,Provides comprehensive R&D and manufacturing of health supplements.,,,,,
SuperNutrition,Nashville,TN,-7989,https://www.supernutrition.com,https://www.linkedin.com/company/supernutrition,Both,,,immune booster tablets,85,Involved in both formulation and manufacturing of nutritional supplements.,,,,,
"GNC Holdings, Inc.",Pittsburgh,PA,-5299,https://www.gnc.com,https://www.linkedin.com/company/gnc,Both,,,energy supplement tablets,90,GNC is involved in both the formulation of supplements and the manufacturing side.,,,,,
Herbalife Nutrition Ltd.,Los Angeles,CA,-10319,https://www.herbalife.com,https://www.linkedin.com/company/herbalife,Both,,,energy supplement tablets,85,Herbalife develops and manufactures energy supplement tablets.,,,,,
Nature's Bounty Co.,Ronkonkoma,NY,-4222,https://www.naturesbounty.com,https://www.linkedin.com/company/nature-s-bounty,Both,,,energy supplement tablets,88,Nature's Bounty focuses on both product formulation and manufacturing.,,,,,
NOW Foods,Bloomingdale,IL,-3982,https://www.nowfoods.com,https://www.linkedin.com/company/now-foods,Both,,,energy supplement tablets,90,NOW Foods is involved in both the R&D of supplements and manufacturing.,,,,,
Optimum Nutrition,Glenview,IL,-6802,https://www.optimumnutrition.com,https://www.linkedin.com/company/optimum-nutrition,Both,,,energy supplement tablets,85,Optimum Nutrition produces and formulates energy supplement tablets.,,,,,
Vitamin Shoppe,Secaucus,NJ,-9158,https://www.vitaminshoppe.com,https://www.linkedin.com/company/vitamin-shoppe,Both,,,energy supplement tablets,87,Vitamin Shoppe handles both the formulation and retail of supplements.,,,,,
Garden of Life,Palmetto,FL,-3382,https://www.gardenoflife.com,https://www.linkedin.com/company/garden-of-life,Both,,,energy supplement tablets,89,Garden of Life formulates and produces a variety of supplements.,,,,,
MusclePharm Corporation,Denver,CO,-3072,https://www.musclepharm.com,https://www.linkedin.com/company/musclepharm,Both,,,energy supplement tablets,84,MusclePharm is involved in both R&D and manufacturing of supplements.,,,,,
Cellucor,Austin,TX,-2273,https://www.cellucor.com,https://www.linkedin.com/company/cellucor,Both,,,energy supplement tablets,86,Cellucor focuses on both formulation and manufacturing of energy supplements.,,,,,
Nutraceutical Corporation,Park City,UT,-3967,https://www.nutraceutical.com,https://www.linkedin.com/company/nutraceutical-corporation,Both,,,energy supplement tablets,88,Nutraceutical Corporation engages in both the R&D and manufacturing of supplements.,,,,,
Ritual,Los Angeles,CA,-10339,https://www.ritual.com,https://www.linkedin.com/company/ritual,Scientific,,,energy supplement tablets,82,Ritual focuses on the scientific formulation of supplements.,,,,,
SmartyPants Vitamins,Los Angeles,CA,-6209,https://www.smartypantsvitamins.com,https://www.linkedin.com/company/smartypants-vitamins,Scientific,,,energy supplement tablets,80,SmartyPants specializes in the formulation of gummy vitamins and supplements.,,,,,
