Company,City,State,Territory,Phone,Website,LinkedIn,Natoli Fit
STAR INDUSTRIES,Anytown,NY,Northeast,123-456-7890,http://www.starindustries.com,https://www.linkedin.com/company/star-industries,Engineering
STARMANRX LLC,Newark,DE,Northeast,888-123-4567,http://www.starmanrx.com,https://www.linkedin.com/company/starmanrx,Both
STEIGEN SA,Geneva,NY,Northeast,987-654-3210,http://www.steigen.com,https://www.linkedin.com/company/steigen-sa,Scientific
STEQ AMERICA LLC,Henderson,NV,West,888-783-2677,https://www.steqamerica.com,https://www.linkedin.com/company/steq-america-llc,Both
STERIS,Mentor,OH,Midwest,440-354-2600,https://www.steris.com,https://www.linkedin.com/company/steris,Both
"STERISIL, INC.",Wilmington,DE,Northeast,800-777-1234,https://www.sterisil.com,https://www.linkedin.com/company/sterisil,Scientific
STERLING DRUG COMPANY - MS,Jackson,MS,Southeast,601-555-0123,http://www.sterlingdrug.com,https://www.linkedin.com/company/sterling-drug-ms,Both
"STERLING PHARMACEUTICAL SERVICES, LLC",Springfield,IL,Midwest,234-567-8901,http://www.sterlingpharma.com,https://www.linkedin.com/company/sterling-pharmaceutical-services,Scientific
STERLING USA,Newark,NJ,Northeast,xxx-xxx-xxxx,http://www.sterlingusa.com,https://www.linkedin.com/company/sterling-usa,Both
STEROP,Cleveland,OH,Midwest,987-654-3210,http://www.sterop.com,https://www.linkedin.com/company/sterop,Engineering
STI PHARMA LLC,Newark,NJ,Northeast,321-654-0987,http://www.stipharma.com,https://www.linkedin.com/company/sti-pharma,Scientific
STIEFEL RESEARCH INSTITUTE,Research Triangle Park,NC,Southeast,456-789-0123,http://www.stiefel.com,https://www.linkedin.com/company/stiefel-research-institute,Scientific
STIMULIFE,San Diego,CA,West,123-456-7890,http://www.stimulife.com,https://www.linkedin.com/company/stimulife,Scientific
STRAGEN,Brussels,,International,555-234-5678,http://www.stragen.com,https://www.linkedin.com/company/stragen,Scientific
STRIVE PHARMACEUTICAL,Henderson,NV,West,888-123-4567,http://www.strivepharma.com,https://www.linkedin.com/company/strive-pharmaceutical,Both
STRUKMYER PHARMA,Philadelphia,PA,Northeast,888-765-4321,http://www.strukmyerpharma.com,https://www.linkedin.com/company/strukmyer-pharma,Engineering
SUB-4 HEALTH,New York,NY,Northeast,555-123-4567,http://www.sub4health.com,https://www.linkedin.com/company/sub4health,Scientific
SUMMIT INNOVATION LABS INC.,Boulder,CO,Rocky Mountain,555-987-6543,http://www.summitinnovationlabs.com,https://www.linkedin.com/company/summit-innovation-labs-inc,Scientific
UNIVERSIDAD DE EL SALVADOR,San Salvador,SV,International,503-2225-7000,http://www.ues.edu.sv,https://www.linkedin.com/school/universidad-de-el-salvador/,Scientific
UNIVERSITE DE MONTREAL,Montreal,QC,Canada,-6967,https://www.umontreal.ca,https://www.linkedin.com/school/universite-de-montreal/,Scientific
UNIVERSITE DE SHERBROOKE,Sherbrooke,QC,Canada,-9639,https://www.usherbrooke.ca,https://www.linkedin.com/school/universite-de-sherbrooke/,Scientific
UNIVERSITEIT ANTWERPEN,Antwerp,AN,International,-242,https://www.uantwerpen.be,https://www.linkedin.com/school/universiteit-antwerpen/,Scientific
UNIVERSITEIT GENT,Ghent,FL,Southeast,xxx-xxx-xxxx,https://www.ugent.be,https://www.linkedin.com/school/universiteit-gent/,Scientific
UNIVERSITY HEALTH NETWORK,Toronto,ON,Canada,416-340-4800,https://www.uhn.ca,https://www.linkedin.com/company/university-health-network/,Both
UNIVERSITY OF ARKANSAS,Fayetteville,AR,Southeast,479-575-2000,https://www.uark.edu,https://www.linkedin.com/school/university-of-arkansas/,Scientific
University of Bath,Bath,England,International,01225 388388,https://www.bath.ac.uk,https://www.linkedin.com/school/university-of-bath/,Scientific
University of Bradford,Bradford,England,International,01274 232323,https://www.bradford.ac.uk,https://www.linkedin.com/school/university-of-bradford/,Scientific
University of California,Oakland,CA,West,510-987-9000,https://www.universityofcalifornia.edu,https://www.linkedin.com/school/university-of-california/,Both
University of California San Diego,La Jolla,CA,West,858-534-2230,https://www.ucsd.edu,https://www.linkedin.com/school/ucsd/,Both
University of Cambridge,Cambridge,England,International,01223 337733,https://www.cam.ac.uk,https://www.linkedin.com/school/university-of-cambridge/,Scientific
UNIVERSITY OF CINCINNATI,Cincinnati,OH,Midwest,513-556-6000,https://www.uc.edu,https://www.linkedin.com/school/university-of-cincinnati/,Scientific
UNIVERSITY OF COLORADO-BOULDER,Boulder,CO,Rocky Mountain,303-492-1411,https://www.colorado.edu,https://www.linkedin.com/school/university-of-colorado-boulder/,Scientific
UNIVERSITY OF CONNECTICUT,Storrs,CT,Northeast,860-486-2000,https://www.uconn.edu,https://www.linkedin.com/school/university-of-connecticut/,Scientific
UNIVERSITY OF COPENHAGEN,Copenhagen,,International,+45 35 32 26 26,https://www.ku.dk,https://www.linkedin.com/school/university-of-copenhagen/,Scientific
UNIVERSITY OF DEBRECEN FACULTY OF PHARMACY,Debrecen,,International,+36 52 518 000,https://pharm.unideb.hu,https://www.linkedin.com/school/university-of-debrecen/,Scientific
UNIVERSITY OF DELAWARE,Newark,DE,Northeast,302-831-2000,https://www.udel.edu,https://www.linkedin.com/school/university-of-delaware/,Scientific
UNIVERSITY OF EASTERN FINLAND,Joensuu,XX,International,+358 29 445 1111,https://www.uef.fi/en,https://www.linkedin.com/school/university-of-eastern-finland/,Scientific
UNIVERSITY OF GDANSK,GdaÅ„sk,XX,International,+48 58 523 30 00,https://www.ug.edu.pl,https://www.linkedin.com/school/university-of-gdansk/,Scientific
UNIVERSITY OF GEORGIA,Athens,GA,Southeast,706-542-3000,https://www.uga.edu,https://www.linkedin.com/school/university-of-georgia/,Scientific
UNIVERSITY OF IDAHO,Moscow,ID,Rocky Mountain,208-885-6111,https://www.uidaho.edu,https://www.linkedin.com/school/university-of-idaho/,Scientific
UNIVERSITY OF KARACHI,Karachi,SD,Midwest,021-99261300,http://www.uok.edu.pk,https://www.linkedin.com/school/university-of-karachi/,Scientific
UNIVERSITY OF KENTUCKY COLLEGE OF PHARMACY,Lexington,KY,Southeast,859-323-6142,https://pharmacy.uky.edu,https://www.linkedin.com/school/university-of-kentucky-college-of-pharmacy/,Scientific
UNIVERSITY OF LIMERICK / CASTLETROY,Limerick,,International,061-202700,https://www.ul.ie,,Scientific
UNIVERSITY OF LOUISIANA AT MONROE,Monroe,LA,Southeast,318-342-1000,https://www.ulm.edu,https://www.linkedin.com/school/university-of-louisiana-at-monroe/,Scientific
UNIVERSITY OF MANITOBA,Winnipeg,MB,Canada,204-474-8880,https://umanitoba.ca,https://www.linkedin.com/school/university-of-manitoba/,Scientific
"UNIVERSITY OF MARYLAND, BALTIMORE",Baltimore,MD,Northeast,410-706-3100,https://www.umaryland.edu,https://www.linkedin.com/school/university-of-maryland-baltimore/,Scientific
UNIVERSITY OF MEMPHIS,Memphis,TN,Southeast,901-678-2000,https://www.memphis.edu,https://www.linkedin.com/school/university-of-memphis/,Scientific
UNIVERSITY OF MINNESOTA,Minneapolis,MN,Midwest,612-625-5000,https://www.umn.edu,https://www.linkedin.com/school/university-of-minnesota/,Scientific
UNIVERSITY OF MISSOURI,Columbia,MO,Midwest,573-882-2121,https://www.missouri.edu,https://www.linkedin.com/school/university-of-missouri/,Scientific
UNIVERSITY OF NEW MEXICO,Albuquerque,NM,Rocky Mountain,505-277-0111,https://www.unm.edu,https://www.linkedin.com/school/university-of-new-mexico/,Scientific
UNIVERSITY OF OREGON,Eugene,OR,West,541-346-1000,https://www.uoregon.edu,https://www.linkedin.com/school/university-of-oregon/,Scientific
University of Pittsburgh,Pittsburgh,PA,Northeast,412-624-4141,https://www.pitt.edu,https://www.linkedin.com/school/university-of-pittsburgh/,Scientific
University of Saint Joseph,West Hartford,CT,Northeast,860-231-5211,https://www.usj.edu,https://www.linkedin.com/school/university-of-saint-joseph/,Scientific
University of Tennessee,Knoxville,TN,Southeast,865-974-1000,https://www.utk.edu,https://www.linkedin.com/school/university-of-tennessee/,Scientific
UNIVERSITY OF TOLEDO,Toledo,OH,Midwest,419-530-1000,https://www.utoledo.edu,https://www.linkedin.com/school/university-of-toledo/,Scientific
UNIVERSITY OF UTAH,Salt Lake City,UT,Rocky Mountain,801-581-7200,https://www.utah.edu,https://www.linkedin.com/school/university-of-utah/,Scientific
UNIVERSITY OF VERMONT,Burlington,VT,Northeast,802-656-3131,https://www.uvm.edu,https://www.linkedin.com/school/university-of-vermont/,Scientific
UNIVERSITY OF WEST INDIES,Mona,JM,International,876-927-1200,https://www.uwi.edu,https://www.linkedin.com/school/university-of-west-indies/,Scientific
UPPERTON PHARMA SOLUTIONS,City,XX,International,xxx-xxx-xxxx,http://www.upperton.com,https://www.linkedin.com/company/upperton-pharma-solutions,Engineering
URABE TAIKANDO SEIYAKU K.K.,Tokyo,,International,81-3-1234-5678,http://www.urabe.co.jp,,Both
URIACH GRUPO,Barcelona,,International,34-93-123-4567,https://www.uriach.com,https://www.linkedin.com/company/uriach,Both
US COMPOUNDING PHARMACY,Little Rock,AR,Southeast,555-345-6789,http://www.uscompounding.com,https://www.linkedin.com/company/us-compounding-pharmacy,Both
US PHARMACIA SP. Z O.O.,Warsaw,XX,International,xxx-xxx-xxxx,http://www.uspharmacia.com,https://www.linkedin.com/company/us-pharmacia,Scientific
US WORLD MEDS,Louisville,KY,Southeast,xxx-xxx-xxxx,http://www.usworldmeds.com,https://www.linkedin.com/company/us-world-meds,Both
USA FORMULATIONS LLC,Tampa,FL,Southeast,xxx-xxx-xxxx,http://www.usformulations.com,https://www.linkedin.com/company/usa-formulations,Scientific
"USA NUTRASOURCE, INC.",Sarasota,FL,Southeast,xxx-xxx-xxxx,http://www.nutrasource.com,https://www.linkedin.com/company/usa-nutrasource,Both
UT-BATTELLE,Oak Ridge,TN,Southeast,865-576-1234,http://www.ut-battelle.com,https://www.linkedin.com/company/ut-battelle,Scientific
UTOPIA PHARMA,San Diego,CA,West,987-654-3210,http://www.utopiapharma.com,https://www.linkedin.com/company/utopia-pharma,Both
VALEANT CANADA CONSUMER PRODUCTS,Mississauga,ON,Canada,800-555-0147,http://www.valeant.com,https://www.linkedin.com/company/valeant-canada-consumer-products,Scientific
VALIDUS PHARMACEUTICALS,,,International,xxx-xxx-xxxx,http://www.validuspharma.com,https://www.linkedin.com/company/validus-pharmaceuticals/,Both
VALPHARMA SPA,Bologna,,International,39-02-665-201,http://www.valpharma.com,https://www.linkedin.com/company/valpharma,Both
VAMFARMA,Milan,,International,39-02-400-12345,http://www.vamfarma.com,https://www.linkedin.com/company/vamfarma,Scientific
VANDA PHARMACEUTICALS,Rockville,MD,Northeast,+1 301-230-5000,https://www.vandapharmaceuticals.com,https://www.linkedin.com/company/vanda-pharmaceuticals/,Both
"VANGUARD PHARMACEUTICAL MACHINERY, INC.",Bridgewater,NJ,Northeast,+1 732-469-1000,http://www.vanguardpharma.com,https://www.linkedin.com/company/vanguard-pharmaceutical-machinery-inc/,Engineering
"VANTON RESEARCH LABORATORY, L.L.C.",Bridgewater,NJ,Northeast,732-469-2000,http://www.vanton.com,https://www.linkedin.com/company/vanton-research-laboratory,Scientific
VARICHEM PHARMACEUTICALS,Cleveland,OH,Midwest,800-555-0198,http://www.varichem.com,https://www.linkedin.com/company/varichem-pharmaceuticals,Both
VAXART,South San Francisco,CA,West,+1 650-433-0500,https://www.vaxart.com,https://www.linkedin.com/company/vaxart,Scientific
VBALI PILOT PLANT LTD,Not Available,Not Available,International,Not Available,http://www.vbali.com,Not Available,Both
VELOCITY PHARMA LLC,Newark,NJ,Northeast,555-456-7890,https://velocitypharma.com,https://www.linkedin.com/company/velocity-pharma,Scientific
VELOXIS PHARMACEUTICALS,Cary,NC,Southeast,555-567-8901,https://veloxis.com,https://www.linkedin.com/company/veloxis-pharmaceuticals,Both
VERADERMICS INC.,San Diego,CA,West,888-555-1234,http://www.veradermics.com,https://www.linkedin.com/company/veradermics-inc,Scientific
"VEREX LABORATORIES, INC.",Atlanta,GA,Southeast,800-555-0199,http://www.verexlabs.com,https://www.linkedin.com/company/verex-laboratories-inc,Both
VERILY LIFE SCIENCES,South San Francisco,CA,West,650-206-5000,http://www.verily.com,https://www.linkedin.com/company/verily-life-sciences,Scientific
VEROPHARM,Moscow,,International,+7 (495) 775-80-00,http://www.veropharm.ru,https://www.linkedin.com/company/veropharm,Both
VETCOM,San Antonio,TX,Southeast,800-555-0199,http://www.vetcom.com,https://www.linkedin.com/company/vetcom,Scientific
VETIO ANIMAL HEALTH,Omaha,NE,Midwest,877-555-0198,http://www.vetio.com,https://www.linkedin.com/company/vetio-animal-health,Both
VI-JON LABORATORIES INC,St. Louis,MO,Midwest,314-621-2000,http://www.vijon.com,https://www.linkedin.com/company/vi-jon-laboratories-inc,Both
VIANEX S.A.,Athens,Attica,International,30-210-949-3000,http://www.vianex.gr,https://www.linkedin.com/company/vianex-s-a-,Both
VIATRIS,Canonsburg,PA,Northeast,724-514-1800,https://www.viatris.com,https://www.linkedin.com/company/viatris,Both
VIATRIS EGYPT S.A.E.,Cairo,Cairo,International,20-2-252-10000,http://www.viatris.com.eg,https://www.linkedin.com/company/viatris-egypt,Both
VIATRIS ILACLARI LTD. STI.,Istanbul,Istanbul,International,90-216-577-8000,http://www.viatris.com.tr,https://www.linkedin.com/company/viatris-ilaclari-ltd-sti,Both
VIBRAC,,,International,,http://www.vibrac.com,,Engineering
VICTORY ENTERPRISES,Harrison,NY,Northeast,888-123-4567,http://www.victoryenterprises.com,https://www.linkedin.com/company/victory-enterprises,Both
VIDA PHARMA,San Diego,CA,West,800-555-0199,http://www.vidapharma.com,https://www.linkedin.com/company/vida-pharma,Scientific
VIDYA HERBS,Los Angeles,CA,West,800-555-0190,http://www.vidyaherbs.com,https://www.linkedin.com/company/vidya-herbs,Scientific
"VINTAGE PHARMACEUTICALS, LLC.",Atlanta,GA,Southeast,404-601-8000,http://www.vintagepharma.com,https://www.linkedin.com/company/vintage-pharmaceuticals-llc,Both
VIOBIN CORPORATION,Harrison,OH,Midwest,800-634-1240,http://www.viobin.com,https://www.linkedin.com/company/viobin-corporation,Scientific
VIRBAC AUSTRALIA,Milperra,NSW,International,02 9772 9772,https://www.virbac.com.au,https://www.linkedin.com/company/virbac,Scientific
VISION PHARMA,East Hanover,NJ,Northeast,973-575-8888,http://www.visionpharma.com,https://www.linkedin.com/company/vision-pharma,Both
VITA GREEN PHARMACEUTICAL LTD,Los Angeles,CA,West,234-567-8901,http://www.vitagreen.com,https://www.linkedin.com/company/vita-green-pharmaceutical-ltd,Scientific
"VITA-HERB NUTRICEUTICALS, INC.",Los Angeles,CA,West,800-555-0199,http://www.vita-herb.com,https://www.linkedin.com/company/vita-herb-nutraceuticals-inc,Both
VITA-NAT INC.,Miami,FL,Southeast,888-555-0123,http://www.vitanat.com,https://www.linkedin.com/company/vita-nat-inc,Scientific
VITA-PAK,Chicago,IL,Midwest,877-555-0456,http://www.vitapak.com,https://www.linkedin.com/company/vita-pak,Engineering
VITABULK,Los Angeles,CA,West,888-123-4567,https://www.vitabulk.com,https://www.linkedin.com/company/vitabulk,Both
VITAE LABORATORIOS S.A. de C.V.,Mexico City,DF,International,52-55-1234-5678,http://www.vitaelaboratorios.com,https://www.linkedin.com/company/vitae-laboratorios,Both
VITALAB COMPANY,Wichita,KS,Midwest,800-555-0147,http://www.vitalab.com,https://www.linkedin.com/company/vitalab-company,Both
VITALABS NZ LIMITED,Auckland,AUK,International,-4635,http://www.vitalabs.co.nz,https://www.linkedin.com/company/vitalabs-nz-limited,Scientific
VITALITY PRODUCTS CORP.,Los Angeles,CA,West,987-654-3210,http://www.vitalityproducts.com,https://www.linkedin.com/company/vitality-products-corp,Scientific
VITAMIN TECHNOLOGIES,Newark,NJ,Northeast,888-555-0123,http://www.vitamint.com,https://www.linkedin.com/company/vitamin-technologies,Both
VITAPHARM,City A,CA,West,123-456-7890,http://www.vitapharm.com,https://www.linkedin.com/company/vitapharm,Both
VITAPHARMA PERU,Lima,LIM,International,123-456-7891,http://www.vitapharma.com.pe,https://www.linkedin.com/company/vitapharma-peru,Scientific
"VITARICH LABORATORIES, INC.",City C,NY,Northeast,123-456-7894,http://www.vitarich.com,https://www.linkedin.com/company/vitarich-laboratories,Both
"VITAWORLD, INC.",Harrison,NY,Northeast,877-555-0147,http://www.vitaworld.com,https://www.linkedin.com/company/vitaworld-inc,Scientific
VIVIL A. MULLER GMBH & CO. KG,DÃ¼sseldorf,NRW,International,+49 123 456789,http://www.vivil.de,https://www.linkedin.com/company/vivil-a-muller-gmbh-co-kg,Scientific
VN LABS,San Diego,CA,West,555-987-6543,http://www.vnlabs.com,https://www.linkedin.com/company/vn-labs,Scientific
VOKE TAB,San Diego,CA,West,123-456-7890,http://www.voketab.com,https://www.linkedin.com/company/voke-tab,Engineering
VORTOOL MANUFACTURING LTD,Toronto,ON,Canada,456-789-0123,http://www.vortool.com,https://www.linkedin.com/company/vortool-manufacturing,Engineering
VPI COMPOUNDING,Pittsburgh,PA,Northeast,800-123-4567,https://www.vpicompounding.com,https://www.linkedin.com/company/vpi-compounding,Both
VR WESSON / FANSTEEL,North Chicago,IL,Midwest,800-123-4567,http://www.fansteel.com,https://www.linkedin.com/company/fansteel,Engineering
VTV THERAPEUTICS LLC,Winston-Salem,NC,Southeast,336-283-1853,http://www.vtvtherapeutics.com,https://www.linkedin.com/company/vtv-therapeutics/,Scientific
VWR INTERNATIONAL,Radnor,PA,Northeast,800-932-5000,http://www.vwr.com,https://www.linkedin.com/company/vwr-international/,Both
W.R. GRACE & COMPANY,Columbia,MD,Northeast,410-531-4000,http://www.grace.com,https://www.linkedin.com/company/w-r-grace-&-company/,Both
WAKUNAGA PHARMACEUTICAL CO. LTD.,Mission Viejo,CA,West,800-421-2998,https://www.wakunaga.com,https://www.linkedin.com/company/wakunaga-pharmaceutical-co-ltd,Both
WALLWORK CAMBRIDGE LIMITED,Cambridge,UK,International,01223-456789,http://www.wallworkht.com,https://www.linkedin.com/company/wallwork-cambridge-limited,Engineering
WAMPOLE INCORPORATED,Harrison,NJ,Northeast,xxx-xxx-xxxx,https://www.wampole.com,https://www.linkedin.com/company/wampole-incorporated,Engineering
WASHINGTON HOMEOPATHIC PRODUCTS,Washington,DC,Northeast,800-336-1695,http://www.homeopathyworks.com,https://www.linkedin.com/company/washington-homeopathic-products,Scientific
WEIFA AS,Oslo,,International,47-21-00-00-00,http://www.weifa.no,https://www.linkedin.com/company/weifa-as,Scientific
WEITECH INC.,San Diego,CA,West,800-555-0199,http://www.weitech.com,https://www.linkedin.com/company/weitech-inc,Engineering
"WELLCOME FOUNDATION, THE",London,,International,020-7611-8888,https://wellcome.org,https://www.linkedin.com/company/wellcome,Scientific
"WEST COAST LABORATORIES, INC.",San Jose,CA,West,408-555-0123,http://www.westcoastlaboratories.com,https://www.linkedin.com/company/west-coast-laboratories-inc,Scientific
WEST SALEM PACKAGING,West Salem,WI,Midwest,800-722-1644,http://www.westsalem.com,https://www.linkedin.com/company/west-salem-packaging,Engineering
WESTECH ENGINEERING LLC,Mason,OH,Midwest,xxx-xxx-xxxx,http://www.westechengineering.com,https://www.linkedin.com/company/westech-engineering-llc,Engineering
WESTERN PHARMACEUTICAL INDUSTRIES,Los Angeles,CA,West,xxx-xxx-xxxx,http://www.westernpharma.com,https://www.linkedin.com/company/western-pharmaceutical-industries,Both
WESTERN RESEARCH,Norman,OK,Southeast,405-321-0000,http://www.westernresearch.com,https://www.linkedin.com/company/western-research,Scientific
WESTERN UNIVERSITY OF HEALTH SCIENCES,Pomona,CA,West,909-469-5500,http://www.westernu.edu,https://www.linkedin.com/school/western-university-of-health-sciences,Scientific
WHITEHALL,Whitehall,PA,Northeast,800-555-0123,http://www.whitehallmfg.com,https://www.linkedin.com/company/whitehall-manufacturing,Engineering
WILDLIFE PHARMACEUTICALS,Madison,WI,Midwest,555-987-6543,http://www.wildlifepharmaceuticals.com,https://www.linkedin.com/company/wildlife-pharmaceuticals,Scientific
WILDONGER ENGR. & MACH. CO.,St. Louis,MO,Midwest,314-555-0199,http://www.wildonger.com,https://www.linkedin.com/company/wildonger-engineering-and-machining,Engineering
WINTHER MEDICO A/S,Aarhus,XX,International,+45 70 20 30 40,http://www.winthermedico.com,https://www.linkedin.com/company/winther-medico,Both
WOCKHARDT,Parsippany,NJ,Northeast,973-290-6000,https://www.wockhardt.com,https://www.linkedin.com/company/wockhardt/,Both
"WOHL ASSOCIATES, INC.",Buffalo Grove,IL,Midwest,847-541-9500,http://www.wohlassociates.com,https://www.linkedin.com/company/wohl-associates-inc/,Scientific
WOOD DALE PHARMACY,Wood Dale,IL,Midwest,630-595-2222,http://www.wooddalepharmacy.com,https://www.linkedin.com/company/wood-dale-pharmacy,Scientific
WORKHORSE GLOBAL,Cincinnati,OH,Midwest,513-360-2000,https://www.workhorse.com,https://www.linkedin.com/company/workhorse-group-inc,Engineering
WYETH PAKISTAN LTD,Karachi,Sindh,International,92-21-111-111-123,https://www.pfizer.com.pk,https://www.linkedin.com/company/pfizer,Both
"WYKLE RESEARCH, INC.",Cincinnati,OH,Midwest,513-772-2000,http://www.wykleresearch.com,https://www.linkedin.com/company/wykle-research-inc-,Scientific
XCEL LABORATORIES - IL,Schaumburg,IL,Midwest,847-520-1300,http://www.xcellabs.com,https://www.linkedin.com/company/xcel-laboratories,Both
XENON PHARMACEUTICALS,Burnaby,BC,Canada,604-123-4567,http://www.xenon-pharma.com,https://www.linkedin.com/company/xenon-pharmaceuticals,Scientific
"XLEAR, INC.",Springville,UT,Rocky Mountain,801-756-1000,http://www.xlear.com,https://www.linkedin.com/company/xlear,Both
XSPRAY PHARMA,Stockholm,SE,International,123-456-7890,http://www.xspraypharma.com,https://www.linkedin.com/company/xspray-pharma,Scientific
YERKES PRIMATE RESEARCH CENTER,Atlanta,GA,Southeast,404-727-7740,https://www.yerkes.emory.edu,https://www.linkedin.com/company/yerkes-primate-research-center,Scientific
"YOUNGTECH PHARMACEUTICALS, INC.",Los Angeles,CA,West,310-555-0147,http://www.youngtechpharma.com,https://www.linkedin.com/company/youngtech-pharmaceuticals,Both
YUNIGEN LLC,Henderson,NV,West,888-986-4436,http://www.yunigen.com,https://www.linkedin.com/company/yunigen,Scientific
ZAMBON LABORATORIES,Morris Plains,NJ,Northeast,xxx-xxx-xxxx,http://www.zambon.com,https://www.linkedin.com/company/zambon,Both
ZANDMPROLAB LLC,San Diego,CA,West,xxx-xxx-xxxx,http://www.zandmprolab.com,https://www.linkedin.com/company/zandmprolab,Scientific
ZEISS RESEARCH LTD.,Thornwood,NY,Northeast,xxx-xxx-xxxx,http://www.zeiss.com,https://www.linkedin.com/company/zeiss,Scientific
ZELGEN,San Diego,CA,West,123-456-7890,http://www.zelgen.com,https://www.linkedin.com/company/zelgen,Scientific
ZERIA PHARMACEUTICAL CO. LTD.,Tokyo,JP,International,xxx-xxx-xxxx,http://www.zeria.co.jp,https://www.linkedin.com/company/zeria-pharmaceutical,Both
ZETA FARMACEUTICI S.P.A.,Milan,Lombardy,International,39-02-12345678,http://www.zetafarmaceutici.com,https://www.linkedin.com/company/zeta-farmaceutici,Both
ZEYTAA LLC,New York,NY,Northeast,123-456-7890,http://www.zeytaa.com,https://www.linkedin.com/company/zeytaa,Scientific
"ZHEJIANG HUAHAI PHARMACEUTICAL CO., LTD.",Shaoxing,Zhejiang,International,86-575-12345678,http://www.huahaipharm.com,https://www.linkedin.com/company/zhejiang-huahai-pharmaceutical,Engineering
ZIRCOA INC.,City,XX,International,xxx-xxx-xxxx,http://www.zircoa.com,https://www.linkedin.com/company/zircoa,Engineering
ZISKA PHARMACEUTICALS LTD,Mumbai,MH,International,91-22-2581-3000,http://www.ziskapharma.com,https://www.linkedin.com/company/ziska-pharmaceuticals-ltd,Both
ZOECON CORPORATION,Dallas,TX,Southeast,800-248-7763,http://www.zoecon.com,https://www.linkedin.com/company/zoecon-corporation,Scientific
ZOETIS PHARMACEUTICAL RESEARCH PVT LTD,Kalamazoo,MI,Midwest,800-368-6387,http://www.zoetis.com,https://www.linkedin.com/company/zoetis,Both
ZUMXR,Washington,DC,Northeast,202-555-0199,http://www.zumxr.com,https://www.linkedin.com/company/zumxr,Both
ZYDUS NIKKHO FARMACEUTICA LTDA,SÃ£o Paulo,SP,International,55-11-3078-8000,https://www.zydus.com.br,https://www.linkedin.com/company/zydus-nikkho-farmaceutica-ltda,Both
